train_loss,epoch,step,val_loss,val_acc,train_acc,accuracy
0.0879472866654396,7,6649,,,,
0.3568606972694397,7,6699,,,,
0.1057327464222908,7,6749,,,,
0.1663566529750824,7,6799,,,,
0.07941646873950958,7,6849,,,,
,7,6879,0.16400231420993805,0.9516000151634216,,
,7,6879,,,0.9656000137329102,
0.15260307490825653,8,6899,,,,
0.12047804147005081,8,6949,,,,
0.19616439938545227,8,6999,,,,
0.08864346146583557,8,7049,,,,
0.035086967051029205,8,7099,,,,
0.11020971089601517,8,7149,,,,
0.06904267519712448,8,7199,,,,
0.07929729670286179,8,7249,,,,
0.2556924819946289,8,7299,,,,
0.06649718433618546,8,7349,,,,
0.02596932463347912,8,7399,,,,
0.11536289006471634,8,7449,,,,
0.14754511415958405,8,7499,,,,
0.24766887724399567,8,7549,,,,
0.11325466632843018,8,7599,,,,
0.0984024778008461,8,7649,,,,
0.07067769765853882,8,7699,,,,
,8,7739,0.12335004657506943,0.9635999798774719,,
,8,7739,,,0.969036340713501,
0.027251148596405983,9,7749,,,,
0.3540305197238922,9,7799,,,,
0.08094988763332367,9,7849,,,,
0.09910693764686584,9,7899,,,,
0.059486862272024155,9,7949,,,,
0.02840147353708744,9,7999,,,,
0.05376952141523361,9,8049,,,,
0.11479411274194717,9,8099,,,,
0.072468101978302,9,8149,,,,
0.08151257783174515,9,8199,,,,
0.10774753987789154,9,8249,,,,
0.11343101412057877,9,8299,,,,
0.1081753671169281,9,8349,,,,
0.16222040355205536,9,8399,,,,
0.08896329253911972,9,8449,,,,
0.09191130101680756,9,8499,,,,
0.06898117065429688,9,8549,,,,
0.027380788698792458,9,8599,,,,
,9,8599,0.11681583523750305,0.9635999798774719,,
,9,8599,,,0.9717636108398438,
,10,8600,,,,0.973690927028656
,10,8600,,,,0.9635999798774719
,10,8600,,,,0.9643999934196472
